"", "X"
"2707", "exulta"
"2708", "exultação"
"2709", "exultingly"
"2710", "sobrancelhas"
"2711", "sobrancelhas"
"2712", "fabricar"
"2713", "fabrico"
"2714", "fabuloso"
"2715", "fabuloso"
"2716", "facetado"
"2717", "facetiously"
"2718", "facilitar"
"2719", "fato"
"2720", "fatos"
"2721", "factual"
"2722", "desvanecimento"
"2723", "falha"
"2724", "falhando"
"2725", "fracasso"
"2726", "fracasso"
"2727", "falhas"
"2728", "fracasso"
"2729", "fraco"
"2730", "tímido"
"2731", "justo"
"2732", "justo"
"2733", "razoavelmente"
"2734", "justiça"
"2735", "justiça"
"2736", "fé"
"2737", "fé"
"2738", "fiel"
"2739", "fiel"
"2740", "fielmente"
"2741", "fidelidade"
"2742", "infiel"
"2743", "falso"
"2744", "queda"
"2745", "falácias"
"2746", "falácias"
"2747", "falacioso"
"2748", "falaciosamente"
"2749", "falácia"
"2750", "falácia"
"2751", "precipitação"
"2752", "falso"
"2753", "falso"
"2754", "falsidade"
"2755", "falsamente"
"2756", "falsificar"
"2757", "falhar"
"2758", "famosos"
"2759", "familiar"
"2760", "familiar"
"2761", "fama"
"2762", "famosos"
"2763", "fome"
"2764", "esfomeado"
"2765", "famosos"
"2766", "famosamente"
"2767", "fanático"
"2768", "fanatical"
"2769", "fanaticamente"
"2770", "fanatismo"
"2771", "fanáticos"
"2772", "fantasia"
"2773", "fantasia"
"2774", "fantasia"
"2775", "fanfarra"
"2776", "fanfarra"
"2777", "fantástico"
"2778", "fantasticamente"
"2779", "fantasia"
"2780", "fantasia"
"2781", "extravagante"
"2782", "abrangente"
"2783", "farfetched"
"2784", "farsa"
"2785", "farcical"
"2786", "farcical-ainda-provocativo"
"2787", "ferozmente"
"2788", "farsighted"
"2789", "fascinam"
"2790", "fascinante"
"2791", "fascinante"
"2792", "fascínio"
"2793", "fascismo"
"2794", "fascismo"
"2795", "fascista"
"2796", "moda"
"2797", "fashionably"
"2798", "rápido"
"2799", "rápido crescimento"
"2800", "acelerado"
"2801", "de crescimento mais rápido"
"2802", "fastidioso"
"2803", "fastidiously"
"2804", "fastuoso"
"2805", "gordura"
"2806", "fatal"
"2807", "fatalista"
"2808", "fatalista"
"2809", "fatalmente"
"2810", "fatídico"
"2811", "fatalmente"
"2812", "fathom"
"2813", "fathomless"
"2814", "fadiga"
"2815", "gordura"
"2816", "fatuidade"
"2817", "fatua"
"2818", "fatuosamente"
"2819", "falha"
"2820", "defeituoso"
"2821", "favor"
"2822", "favor"
"2823", "favor"
"2824", "favorável"
"2825", "favorável"
"2826", "favorecido"
"2827", "favorito"
"2828", "jovem corça"
"2829", "fawningly"
"2830", "favor"
"2831", "faze"
"2832", "medo"
"2833", "medo"
"2834", "temeroso"
"2835", "com medo"
"2836", "destemido"
"2837", "destemidamente"
"2838", "medos"
"2839", "medos"
"2840", "temível"
"2841", "viável"
"2842", "possivelmente"
"2843", "façanha"
"2844", "featly"
"2845", "fecundo"
"2846", "fraco"
"2847", "fraco"
"2848", "fraco"
"2849", "sentir"
"2850", "sente"
"2851", "feltro"
"2852", "sentimento"
"2853", "sentimento"
"2854", "sentimento"
"2855", "sentimentos"
"2856", "sentimentos"
"2857", "fingir"
"2858", "finta"
"2859", "feisty"
"2860", "feisty"
"2861", "felicitate"
"2862", "felicidade"
"2863", "felicidade"
"2864", "caiu"
"2865", "felon"
"2866", "crime"
"2867", "feroz"
"2868", "ferozmente"
"2869", "ferocidade"
"2870", "fértil"
"2871", "fértil"
"2872", "fervoroso"
"2873", "fervorosamente"
"2874", "fervido"
"2875", "fervorosamente"
"2876", "fervor"
"2877", "febril"
"2878", "festivo"
"2879", "fétido"
"2880", "febre"
"2881", "fiasco"
"2882", "fiat"
"2883", "fiat"
"2884", "fib"
"2885", "fib"
"2886", "fibra"
"2887", "inconstante"
"2888", "ficção"
"2889", "ficção"
"2890", "ficção"
"2891", "fictício"
"2892", "fidelidade"
"2893", "fidget"
"2894", "inquieto"
"2895", "demônio"
"2896", "diabólico"
"2897", "feroz"
"2898", "ardente"
"2899", "luta"
"2900", "luta"
"2901", "figura de proa"
"2902", "figura de proa"
"2903", "sujidade"
"2904", "sujo"
"2905", "finagle"
"2906", "finalmente"
"2907", "fino"
"2908", "fino"
"2909", "finamente"
"2910", "empresa"
"2911", "empresa"
"2912", "firmemente"
"2913", "primeira classe"
"2914", "de primeira"
"2915", "fissuras"
"2916", "fissuras"
"2917", "punho"
"2918", "ajuste"
"2919", "montagem"
"2920", "fixador"
"2921", "fixador"
"2922", "flabbergast"
"2923", "espantado"
"2924", "sinalizando"
"2925", "flagrante"
"2926", "flagrantemente"
"2927", "dom"
"2928", "flak"
"2929", "flak"
"2930", "floco"
"2931", "flakey"
"2932", "escamosa"
"2933", "chama"
"2934", "chama"
"2935", "flash"
"2936", "flash"
"2937", "chamativo"
"2938", "flat-out"
"2939", "lisonjeia"
"2940", "lisonjeiro"
"2941", "lisonjeiramente"
"2942", "flaunt"
"2943", "falha"
"2944", "falha"
"2945", "falhas"
"2946", "falha"
"2947", "falha"
"2948", "sem falhas"
"2949", "perfeitamente"
"2950", "fleer"
"2951", "fugaz"
"2952", "flexível"
"2953", "flighty"
"2954", "flimflam"
"2955", "frágil"
"2956", "flertar"
"2957", "flirty"
"2958", "andar"
"2959", "pavimentado"
"2960", "solha"
"2961", "floundering"
"2962", "florescer"
"2963", "florescendo"
"2964", "desprezo"
"2965", "fluente"
"2966", "agitação"
"2967", "inimigo"
"2968", "afeiçoado"
"2969", "carinhosamente"
"2970", "apreço"
"2971", "tolo"
"2972", "tímido"
"2973", "tolo"
"2974", "tolamente"
"2975", "loucura"
"2976", "infalível"
"2977", "proibir"
"2978", "proibida"
"2979", "proibindo"
"2980", "proibindo"
"2981", "força"
"2982", "vigoroso"
"2983", "presságio"
"2984", "prementes"
"2985", "acima de tudo"
"2986", "forsee"
"2987", "previsão"
"2988", "prever"
"2989", "perdida"
"2990", "perdoou"
"2991", "forjado"
"2992", "esqueça"
"2993", "esquecido"
"2994", "esquecido"
"2995", "esquecimento"
"2996", "perdoar"
"2997", "perdoado"
"2998", "perdão"
"2999", "perdão"
"3000", "indulgente"
"3001", "desamparado"
"3002", "desamparadamente"
"3003", "formidável"
"3004", "abandonar"
"3005", "forsaken"
"3006", "forswear"
"3007", "direto"
"3008", "fortaleza"
"3009", "fortaleza"
"3010", "fortaleza"
"3011", "fortuito"
"3012", "fortuitamente"
"3013", "afortunado"
"3014", "fortuna"
"3015", "felizmente"
"3016", "fortuna"
"3017", "fortuna"
"3018", "sujo"
"3019", "sujo"
"3020", "sujo"
"3021", "sujo"
"3022", "sujidade"
"3023", "fractious"
"3024", "fracamente"
"3025", "fratura"
"3026", "fratura"
"3027", "frágil"
"3028", "frágil"
"3029", "fragmentado"
"3030", "perfumado"
"3031", "frágil"
"3032", "franco"
"3033", "francamente"
"3034", "frenético"
"3035", "freneticamente"
"3036", "freneticamente"
"3037", "fraternizar"
"3038", "fraude"
"3039", "fraude"
"3040", "fraudulento"
"3041", "pesado"
"3042", "pesado"
"3043", "freak"
"3044", "freak"
"3045", "freakish"
"3046", "freakish"
"3047", "freakish"
"3048", "freakishly"
"3049", "frazzle"
"3050", "frazzle"
"3051", "frazzled"
"3052", "livre"
"3053", "liberdade"
"3054", "liberdade"
"3055", "liberdade"
"3056", "liberdade"
"3057", "frenético"
"3058", "freneticamente"
"3059", "frenético"
"3060", "frenesi"
"3061", "frequente"
"3062", "fresco"
Palavras-chave "3063"
"3064", "alegre"
"3065", "fricção"
"3066", "fricção"
"3067", "fricções"
"3068", "fricções"
"3069", "amigo"
"3070", "amigo"
"3071", "amizade"
"3072", "amizade"
"3073", "amigável"
"3074", "amigos"
"3075", "amigos"
"3076", "amizade"
"3077", "amizade"
"3078", "friggin"
"3079", "susto"
"3080", "susto"
"3081", "assustar"
"3082", "assustador"
"3083", "assustadoramente"
"3084", "assustadoramente"
"3085", "espantoso"
"3086", "assustadoramente"
"3087", "frígido"
"3088", "frívola"
"3089", "brincadeira"
"3090", "frown"
"3091", "frown"
"3092", "congelado"
"3093", "frutífero"
"3094", "infrutífero"
"3095", "infrutíferamente"
"3096", "fumble"
"3097", "divertimento"
"3098", "frustra"
"3099", "frustrado"
"3100", "frustrante"
"3101", "frustrante"
"3102", "frustrantemente"
"3103", "frustração"
"3104", "fudge"
"3105", "fudge"
"3106", "fudge"
"3107", "fugitivo"
"3108", "cumprimento"
"3109", "cumprimento"
"3110", "cheio"
"3111", "totalmente"
"3112", "full-blown"
"3113", "completo"
"3114", "em grande escala"
"3115", "fulminar"
"3116", "fumo"
"3117", "divertimento"
"3118", "funcional"
"3119", "fundamental"
"3120", "fundamentalmente"
"3121", "fundamentalismo"
"3122", "fundamentalismo"
"3123", "financiado"
"3124", "engraçado"
"3125", "engraçado"
"3126", "furioso"
"3127", "furiosamente"
"3128", "furor"
"3129", "mais"
"3130", "além disso"
"3131", "fúria"
"3132", "espalhafatoso"
Palavras-chave "3133"
Palavras-chave "3134"
"3135", "fustigate"
"3136", "espalhafatoso"
"3137", "fogueira"
"3138", "fútil"
"3139", "fútilmente"
"3140", "futilidade"
"3141", "fuzzy"
"3142", "gabble"
"3143", "gaff"
"3144", "gafe"
"3145", "alegria"
"3146", "alegremente"
"3147", "ganho"
"3148", "ganho"
"3149", "lucrativo"
"3150", "lucrativamente"
"3151", "contradição"
"3152", "gainayer"
"3153", "gaga"
"3154", "gaggle"
"3155", "fel"
"3156", "galante"
"3157", "galantemente"
"3158", "irritante"
"3159", "ferozmente"
"3160", "galore"
"3161", "galvanizar"
"3162", "jogo"
"3163", "jogo"
"3164", "jogo"
"3165", "gape"
"3166", "lixo"
"3167", "lixo"
"3168", "chique"
"3169", "gasp"
"3170", "gasp"
"3171", "gauche"
"3172", "espalhafatoso"
"3173", "gawk"
"3174", "gawky"
"3175", "geezer"
"3176", "gem"
"3177", "gema"
"3178", "gemas"
"3179", "gemas"
"3180", "generosidade"
"3181", "generoso"
"3182", "generosamente"
"3183", "genial"
"3184", "gênio"
"3185", "genocídio"
"3186", "genocídio"
"3187", "suave"
"3188", "genuína"
"3189", "germano"
"3190", "gestos"
"3191", "gestos"
"3192", "ficar rico"
"3193", "ficar rico"
"3194", "espantoso"
"3195", "gueto"
"3196", "gigante"
"3197", "gigante"
"3198", "gigantes"
"3199", "gigantes"
"3200", "gibber"
"3201", "gibberish"
"3202", "gibe"
"3203", "vertiginoso"
"3204", "dotado"
"3205", "gigante"
"3206", "contente"
"3207", "gladden"
"3208", "com prazer"
"3209", "alegria"
"3210", "glamouroso"
"3211", "brilho"
"3212", "brilho"
"3213", "glaring"
"3214", "glaringly"
"3215", "glean"
"3216", "alegria"
"3217", "alegre"
"3218", "alegremente"
"3219", "glib"
"3220", "incrivelmente"
"3221", "brilho"
"3222", "brilho"
"3223", "vislumbre"
"3224", "cintilante"
"3225", "cintilar"
"3226", "cintilar"
"3227", "reluzente"
"3228", "falha"
"3229", "brilho"
"3230", "brilho"
Palavras-chave "3231"
"3232", "gloatingly"
"3233", "melancolia"
"3234", "sombrio"
"3235", "glorificar"
"3236", "glorioso"
"3237", "gloriosamente"
"3238", "glória"
"3239", "glória"
"3240", "brilho"
"3241", "brilhante"
"3242", "resplandecer"
"3243", "brilho"
"3244", "incandescendo"
"3245", "brilhantemente"
"3246", "triste"
"3247", "glut"
"3248", "roer"
"3249", "adiante"
"3250", "adiante"
"3251", "aguilhão"
"3252", "incitando"
"3253", "Deus-terrível"
"3254", "Deus-dado"
"3255", "maldição"
"3256", "maldito"
"3257", "divino"
"3258", "ouro"
"3259", "dourado"
"3260", "bom"
"3261", "bom"
"3262", "bondade"
"3263", "goodwill"
"3264", "goodwill"
"3265", "goof"
"3266", "goof"
"3267", "lindo"
"3268", "maravilhosamente"
"3269", "fofoca"
"3270", "fofoca"
"3271", "fofoca"
"3272", "graça"
"3273", "gracioso"
"3274", "graciosamente"
"3275", "sem graça"
"3276", "sem graça"
"3277", "gracioso"
"3278", "graciosamente"
"3279", "graciosidade"
"3280", "enxerto"
"3281", "grail"
"3282", "grail"
"3283", "grande"
"3284", "grandeza"
"3285", "grandioso"
"3286", "agarrar"
"3287", "grelha"
"3288", "grato"
"3289", "grato"
"3290", "com gratidão"
"3291", "gratificação"
"3292", "gratificar"
"3293", "gratificante"
"3294", "gratificante"
"3295", "ralar"
"3296", "gratidão"
"3297", "gratidão"
"3298", "gratuito"
"3299", "gratuito"
"3300", "gratuitamente"
"3301", "grave"
"3302", "gravemente"
"3303", "grande"
"3304", "maior"
"3305", "muito"
"3306", "grandeza"
"3307", "cobiça"
"3308", "ganancioso"
"3309", "cumprimentar"
"3310", "tristeza"
"3311", "queixa"
"3312", "queixas"
"3313", "queixas"
"3314", "aflito"
"3315", "luto"
"3316", "grave"
"3317", "gravemente"
"3318", "grelha"
"3319", "sombrio"
"3320", "grimace"
"3321", "sorriso"
"3322", "moer"
"3323", "moer"
"3324", "gripe"
"3325", "gripe"
"3326", "terrível"
"3327", "grão"
"3328", "grão"
Palavras-chave "3329"
"3330", "ranhura"
"3331", "bruto"
"3332", "grosseiramente"
"3333", "grotesco"
"3334", "grouch"
"3335", "grouchy"
"3336", "inovador"
"3337", "inovador"
"3338", "sem fundamento"
"3339", "grouse"
"3340", "crescendo"
"3341", "rosnar"
"3342", "rancor"
"3343", "rancores"
"3344", "rancor"
"3345", "relutante"
"3346", "de má vontade"
"3347", "espantoso"
"3348", "espantosamente"
"3349", "grosseiro"
"3350", "resmungar"
"3351", "garantia"
"3352", "garantia"
"3353", "guardião"
"3354", "guia"
"3355", "guia"
"3356", "engano"
"3357", "culpa"
"3358", "inocente"
"3359", "culpado"
"3360", "guiltyly"
"3361", "crédulo"
"3362", "gush"
"3363", "gumption"
"3364", "gosto"
"3365", "gutsy"
"3366", "haggard"
"3367", "regatear"
"3368", "granizo"
"3369", "halcyon"
"3370", "hale"
"3371", "sem jeito"
"3372", "sem graça"
"3373", "meio caminho"
"3374", "meio caminho"
"3375", "santificado"
"3376", "alucinação"
"3377", "alucinação"
"3378", "parar"
"3379", "obstrução"
"3380", "isquiotibiais"
"3381", "hamstrung"
"3382", "deficientes"
"3383", "com cuidado"
"3384", "bonito"
"3385", "acessível"
"3386", "hanker"
"3387", "infeliz"
"3388", "aleatório"
"3389", "felizmente"
"3390", "felicidade"
"3391", "feliz"
"3392", "harangue"
"3393", "assediar"
"3394", "assédio"
"3395", "assédio"
"3396", "abrigando"
"3397", "abrigando"
"3398", "portos"
"3399", "portos"
"3400", "duro"
"3401", "duramente atingido"
"3402", "linha dura"
"3403", "revestimento duro"
"3404", "trabalhador"
"3405", "bola dura"
Palavras-chave "3406", "hardball"
"3407", "endurecer"
"3408", "endurecido"
"3409", "cabeça dura"
"3410", "hardhearted"
"3411", "mais duramente"
"3412", "mais duramente"
"3413", "linha dura"
"3414", "linha dura"
"3415", "linha dura"
"3416", "dificilmente"
"3417", "dificuldade"
"3418", "dificuldades"
"3419", "dificuldades"
"3420", "hardy"
"3421", "danos"
"3422", "danos"
"3423", "prejudicial"
"3424", "inofensivo"
"3425", "harmonioso"
"3426", "harmoniosamente"
"3427", "harmonizar"
"3428", "harmonia"
"3429", "harmonia"
"3430", "prejudica"
"3431", "prejudica"
"3432", "harpia"
"3433", "harridan"
"3434", "atormentado"
"3435", "grade"
"3436", "dura"
"3437", "duramente"
"3438", "aborrecimento"
"3439", "pressa"
"3440", "pressa"
"3441", "apressado"
"3442", "apressado"
"3443", "ódio"
"3444", "aborrecedor"
"3445", "odioso"
"3446", "com ódio"
"3447", "odiar"
"3448", "arrogantemente"
"3449", "altivo"
"3450", "ódio"
"3451", "assombrar"
"3452", "assombração"
"3453", "refúgio"
"3454", "estrago"
Palavras-chave "3455", "hawkish"
"3456", "hawkish"
"3457", "perigo"
"3458", "perigo"
"3459", "perigoso"
"3460", "nebuloso"
"3461", "dor de cabeça"
"3462", "dores de cabeça"
"3463", "dores de cabeça"
"3464", "progresso"
"3465", "cheio"
"3466", "curar"
"3467", "saudável"
"3468", "saudável"
"3469", "saudável"
"3470", "coração"
"3471", "coração partido"
"3472", "destruidor de corações"
"3473", "desolador"
"3474", "coração"
"3475", "hearten"
Palavras-chave "3476", "hearteding"
"3477", "sincero"
"3478", "sinceramente"
"3479", "coração"
"3480", "destorcedor"
"3481", "emocionante"
"3482", "pagãos"
"3483", "pagãos"
"3484", "céu"
"3485", "celestial"
"3486", "pesado"
"3487", "pesado"
"3488", "pesado"
"3489", "pesado"
"3490", "diabo"
"3491", "diabo"
Palavras-chave para "3492"
"3493", "agitado"
"3494", "hedge"
"3495", "hedonista"
"3496", "despreocupado"
"3497", "pesado"
"3498", "hegemonismo"
"3499", "hegemonismo"
"3500", "hegemonistic"
"3501", "hegemonia"
"3502", "hegemonia"
"3503", "hegemonia"
"3504", "abominável"
"3505", "inferno"
"3506", "inferno-curvado"
"3507", "inferno"
"3508", "ajuda"
"3509", "ajuda"
"3510", "ajudar"
"3511", "útil"
"3512", "impotente"
"3513", "impotente"
"3514", "desamparo"
"3515", "arauto"
"3516", "heresia"
"3517", "herético"
"3518", "herético"
"3519", "herói"
"3520", "heróico"
"3521", "heróico"
"3522", "heroicamente"
"3523", "heroína"
"3524", "heroize"
"3525", "heróis"
"3526", "hesitante"
"3527", "medonho"
"3528", "horrivelmente"
"3529", "hediondez"
"3530", "alto"
"3531", "de alta potência"
"3532", "de alta qualidade"
"3533", "destaque"
"3534", "destaque"
"3535", "hilariante"
"3536", "hilariously"
"3537", "hilariousness"
"3538", "hilaridade"
"3539", "dificuldade"
"3540", "estorvo"
"3541", "histórico"
"3542", "hm"
"3543", "hmm"
"3544", "tesouro"
"3545", "embuste"
"3546", "hobble"
"3547", "furo"
"3548", "oco"
"3549", "santo"
"3550", "homenagem"
"3551", "honesto"
"3552", "honesto"
"3553", "honestamente"
"3554", "honestidade"
"3555", "honestidade"
"3556", "lua de mel"
"3557", "honra"
"3558", "honra"
"3559", "honra"
"3560", "honorável"
"3561", "enganar"
"3562", "esperança"
"3563", "esperança"
"3564", "esperança"
"3565", "esperançoso"
"3566", "espero"
"3567", "esperança"
"3568", "sem esperança"
"3569", "desesperadamente"
"3570", "desespero"
"3571", "esperanças"
"3572", "esperanças"
"3573", "horda"
"3574", "horrendo"
"3575", "horrendo"
"3576", "horrível"
"3577", "horrível"
"3578", "horrivelmente"
"3579", "horrível"
"3580", "horrível"
"3581", "horrivelmente"
"3582", "horrorizar"
"3583", "horrorizar"
"3584", "espantoso"
"3585", "espantosamente"
"3586", "horror"
"3587", "horrores"
"3588", "hospitaleiro"
"3589", "refém"
"3590", "hostil"
"3591", "hostil"
"3592", "hostilidades"
"3593", "hostilidades"
"3594", "hostilidade"
"3595", "hostilidade"
"3596", "quente"
"3597", "cabeça quente"
"3598", "cabeça quente"
"3599", "hotbeds"
"3600", "hotbeds"
"3601", "estufa"
"3602", "estufa"
"3603", "no entanto"
"3604", "hubris"
Palavras-chave "3605", "huckster"
"3606", "abraço"
"3607", "abraço"
"3608", "enorme"
"3609", "humano"
"3610", "humano"
"3611", "humanistas"
"3612", "humanistas"
"3613", "humanidade"
"3614", "humanidade"
"3615", "humilde"
"3616", "humilhando"
"3617", "humilhar"
"3618", "humilhante"
"3619", "humilhação"
"3620", "humildade"
"3621", "humor"
"3622", "humor"
"3623", "com humor"
"3624", "humor"
"3625", "humor"
"3626", "cómico"
"3627", "fome"
"3628", "com fome"
"3629", "ferido"
"3630", "ferido"
"3631", "doloroso"
"3632", "hustler"
"3633", "hipnotizar"
"3634", "hipocrisia"
"3635", "hipócrita"
"3636", "hipócritas"
"3637", "hipócrita"
"3638", "hipócrita"
"3639", "histeria"
"3640", "histérico"
"3641", "histérico"
"3642", "histericamente"
"3643", "histeria"
"3644", "gelado"
"3645", "idéia"
"3646", "idéia"
"3647", "ideal"
"3648", "ideal"
"3649", "idealismo"
"3650", "idealista"
"3651", "idealizar"
"3652", "idealmente"
"3653", "idiocies"
"3654", "idiotice"
"3655", "idiota"
"3656", "idiota"
"3657", "idioticamente"
"3658", "idiota"
"3659", "inactivo"
"3660", "ídolo"
"3661", "ídolo"
"3662", "idolizar"
"3663", "idolized"
"3664", "idílico"
"3665", "inflamar"
"3666", "ignoble"
"3667", "ignominioso"
"3668", "ignominiosamente"
"3669", "ignominia"
"3670", "ignorar"
"3671", "ignorância"
"3672", "ignorância"
"3673", "ignorante"
"3674", "ignorante"
"3675", "doente"
"3676", "doente"
"3677", "mal-aconselhado"
"3678", "mal-concebido"
"3679", "malfadado"
"3680", "mal-favorecido"
"3681", "mal-educado"
"3682", "mal-humorado"
"3683", "mal classificados"
"3684", "mal-humorado"
"3685", "maltratado"
"3686", "maus-tratos"
"3687", "maus-tratos"
"3688", "mal-uso"
"3689", "mal usado"
"3690", "ilegal"
"3691", "ilegalmente"
"3692", "ilegítimo"
"3693", "ilícito"
"3694", "ilíquido"
"3695", "analfabeto"
"3696", "doença"
"3697", "ilógico"
"3698", "ilógico"
"3699", "ilogicamente"
"3700", "iluminar"
"3701", "illuminati"
"3702", "illuminati"
"3703", "iluminando"
"3704", "iluminar"
"3705", "ilusão"
"3706", "ilusão"
"3707", "ilusões"
"3708", "ilusões"
"3709", "ilusório"
"3710", "ilustre"
"3711", "imaginário"
"3712", "imaginação"
"3713", "imaginação"
"3714", "imaginativo"
"3715", "imagine"
"3716", "desequilíbrio"
"3717", "desequilíbrio"
"3718", "imbecil"
"3719", "imbroglio"
"3720", "imaculado"
"3721", "imaculadamente"
"3722", "imaterial"
"3723", "imaturo"
"3724", "imediato"
"3725", "imediatamente"
"3726", "imenso"
"3727", "imensamente"
"3728", "imensidade"
"3729", "imensurável"
"3730", "iminência"
"3731", "iminente"
"3732", "iminentemente"
"3733", "imobilizado"
"3734", "imoderado"
"3735", "imoderadamente"
"3736", "imodest"
"3737", "imoral"
"3738", "imoralidade"
"3739", "imoralmente"
"3740", "imóvel"
"3741", "imune"
"3742", "prejudicar"
"3743", "prejudicada"
"3744", "imparcial"
"3745", "imparcialidade"
"3746", "imparcialmente"
"3747", "impasse"
"3748", "apaixonado"
"3749", "impassível"
"3750", "impaciência"
"3751", "impaciente"
"3752", "impacientemente"
"3753", "acusa"
"3754", "impecável"
"3755", "impecavelmente"
"3756", "impede"
"3757", "impedância"
"3758", "impedimento"
"3759", "impel"
"3760", "iminente"
"3761", "iminente"
"3762", "impenitente"
"3763", "imperativo"
"3764", "imperativamente"
"3765", "imperfeito"
"3766", "imperfeitamente"
"3767", "imperial"
"3768", "imperialista"
"3769", "imperil"
"3770", "imperioso"
"3771", "imperiosamente"
"3772", "inadmissível"
"3773", "impessoal"
"3774", "impertinente"
"3775", "imperturbável"
"3776", "impermeável"
"3777", "impetuoso"
"3778", "impetuosamente"
"3779", "impulso"
"3780", "impiedade"
"3781", "impinge"
"3782", "impiedade"
"3783", "implacável"
"3784", "implausível"
"3785", "implausivelmente"
"3786", "implicar"
"3787", "implicação"
"3788", "implicação"
"3789", "implícito"
"3790", "implodir"
"3791", "implorar"
"3792", "implorando"
"3793", "implorando"
"3794", "implique"
"3795", "indolente"
"3796", "impolutamente"
"3797", "impolítico"
"3798", "importância"
"3799", "importante"
"3800", "importante"
"3801", "importunado"
"3802", "importune"
"3803", "impor"
"3804", "impostores"
"3805", "impostores"
"3806", "impondo"
"3807", "impondo"
"3808", "imposição"
"3809", "imposição"
"3810", "impossível"
"3811", "impossibilidade"
"3812", "impossivelmente"
"3813", "impotente"
"3814", "impotente"
"3815", "empobrecer"
"3816", "empobrecido"
"3817", "impraticável"
"3818", "impraticável"
"3819", "imprecar"
"3820", "impreciso"
"3821", "imprecisamente"
"3822", "imprecisão"
"3823", "impregnável"
"3824", "impressionar"
"3825", "impressão"
"3826", "impressão"
"3827", "impressões"
"3828", "impressões"
"3829", "impressionante"
"3830", "impressionante"
"3831", "impressionismo"
"3832", "aprisionar"
"3833", "prisão"
"3834", "improbabilidade"
"3835", "improvável"
"3836", "improvably"
"3837", "impróprio"
"3838", "incorretamente"
"3839", "impropriedade"
"3840", "melhorar"
"3841", "melhorar"
"3842", "melhorado"
"3843", "melhoria"
"3844", "improvisar"
"3845", "imprudência"
"3846", "imprudente"
"3847", "impudência"
"3848", "impudente"
"3849", "impudentemente"
"3850", "impugn"
"3851", "impulsivo"
"3852", "impulsivamente"
"3853", "impunidade"
"3854", "impunidade"
"3855", "impuro"
"3856", "impureza"
"3857", "incapacidade"
"3858", "incapacidade"
"3859", "inacessível"
"3860", "imprecisão"
"3861", "imprecisões"
"3862", "impreciso"
"3863", "incorretamente"
"3864", "inação"
"3865", "inactivo"
"3866", "inadequação"
"3867", "insuficiente"
"3868", "inadequadamente"
"3869", "inadverente"
"3870", "inadvertidamente"
"3871", "desaconselhável"
"3872", "desacordo"
"3873", "inalienável"
"3874", "inane"
"3875", "inanamente"
"3876", "inadequado"
"3877", "inadequadamente"
"3878", "inapt"
"3879", "inaptidões"
"3880", "inarguável"
"3881", "indiscutivelmente"
"3882", "inarticulado"
"3883", "desatento"
"3884", "incapacidade"
"3885", "incapacidade"
"3886", "incauto"
"3887", "incendiário"
"3888", "incenso"
"3889", "incessante"
"3890", "incessantemente"
"3891", "incisivo"
"3892", "incisivamente"
"3893", "incisivo"
"3894", "incitar"
"3895", "incitamento"
"3896", "incitamento"
"3897", "incivilidade"
"3898", "inclement"
"3899", "inclinação"
"3900", "inclinação"
"3901", "inclinações"
"3902", "inclinado"
"3903", "inclusive"
"3904", "incógnito"
"3905", "incoerência"
"3906", "incoerente"
"3907", "incoerentemente"
"3908", "incomensurável"
"3909", "incomparável"
"3910", "incomparável"
"3911", "incompatibilidade"
"3912", "incompatível"
"3913", "incompatível"
"3914", "incompetência"
"3915", "incompetente"
"3916", "incompetentemente"
"3917", "incompleto"
"3918", "incompatível"
"3919", "incompreensível"
"3920", "incompreensão"
"3921", "inconcebível"
"3922", "inconcebivelmente"
"3923", "inconclusivo"
"3924", "incongruente"
"3925", "incongruentemente"
"3926", "inconsequente"
"3927", "inconsequentemente"
"3928", "inconseqüente"
"3929", "inconseqüentemente"
"3930", "desconsiderado"
"3931", "inconsideradamente"
"3932", "inconsistência"
"3933", "inconsistências"
"3934", "inconsistências"
"3935", "inconsistência"
"3936", "inconsistente"
"3937", "inconsolável"
"3938", "inconsolably"
"3939", "inconstante"
"3940", "incontestável"
"3941", "incontrovertible"
"3942", "inconveniente"
"3943", "inconveniente"
"3944", "inconveniente"
"3945", "inconvenientemente"
"3946", "incorreto"
"3947", "incorretamente"
"3948", "incorrigível"
"3949", "incorrigivelmente"
"3950", "incorruptível"
"3951", "aumentando"
"3952", "cada vez mais"
"3953", "incrível"
"3954", "incrivelmente"
"3955", "incrédulo"
"3956", "incredulamente"
"3957", "inculcar"
"3958", "endividado"
"3959", "indecência"
"3960", "indecente"
"3961", "indecentemente"
"3962", "indecisão"
"3963", "indeciso"
"3964", "indecisa"
"3965", "indecorum"
"3966", "de fato"
"3967", "incansável"
"3968", "indefensável"
"3969", "indefensável"
"3970", "indefinido"
"3971", "indefinidamente"
"3972", "indelével"
"3973", "indelével"
"3974", "indelicado"
"3975", "independência"
"3976", "independência"
"3977", "independente"
"3978", "indescritível"
"3979", "indescritivelmente"
"3980", "indestrutível"
"3981", "indeterminável"
"3982", "indeterminadamente"
"3983", "indeterminado"
"3984", "indicação"
"3985", "indicação"
"3986", "indicativo"
"3987", "indicativo"
"3988", "indiferença"
"3989", "indiferente"
"3990", "indigente"
"3991", "indignado"
"3992", "indignado"
"3993", "indignação"
"3994", "indignidade"
"3995", "indignidade"
"3996", "indirecto"
"3997", "indiscernível"
"3998", "indiscreto"
"3999", "indiscreto"
